item,count,itemLabel
Q303632,726,Desert rain frog
Q635819,726,Chicoreus ramosus
Q234792,726,Notoryctes
Q1768247,726,Indian gerbil
Q1264856,726,Pinsker's Hawk-Eagle
Q177386,726,Hooded Vulture
Q209548,726,Common spotted cuscus
Q187024,726,corsac fox
Q282943,726,Long-tailed Broadbill
Q1300521,726,Crescent Honeyeater
Q757350,726,Great-billed Heron
Q855694,725,Xenosaurus
Q1224989,725,Cuban night lizard
Q80736,725,Pesquet's parrot
Q512446,725,Atlas Day Gecko
Q664973,725,Parson's chameleon
Q303369,725,Eastern sand darter
Q2004978,725,Abies numidica
Q1575984,725,Mexican cottontail
Q1268584,725,Flock Bronzewing
Q575471,725,Amietophrynus regularis
Q661642,725,Hildebrandt's Starling
Q590704,725,Painted Honeyeater
Q1797041,725,Selinum carvifolia
Q2456768,725,Lesueur's goby
Q1513945,725,Micrurus fulvius
Q588735,725,Astatotilapia desfontainii
Q132799,725,Gyrostemonaceae
Q833453,725,Snow Partridge
Q285165,724,Black Francolin
Q1268348,724,Greater Sooty Owl
Q1589744,724,Black Magpie
Q585670,724,Satin Bowerbird
Q837402,724,Australian Wood Duck
Q743399,724,Long-winged conehead
Q2704036,724,Gompholobium
Q2700540,724,Chamaeleo zeylanicus
Q2793038,724,Petalura
Q309206,724,Cambarus
Q859270,724,Barred Honey Buzzard
Q2283135,724,Scelotes
Q18958,724,Puerto Rican Lizard Cuckoo
Q2715659,724,Platycerium superbum
Q1978121,724,Nisaetus
Q15356241,724,Hemidesmus indicus
Q27075233,724,Caligavis chrysops
Q11109983,724,Sarcococca saligna
Q250051,724,Yellow-billed Spoonbill
Q737104,724,Ollala Brothers' titi
Q76411,724,Slender-billed Curlew
Q2943959,724,Trachymene
Q1939918,724,Pseudophoxinus drusensis
Q269284,723,Letter-winged Kite
Q1352436,723,Mottle-faced tamarin
Q133154,723,Brookesia
Q1302857,723,Brass's Friarbird
Q5456383,723,Howea belmoreana
Q3057603,723,Erythrophleum chlorostachys
Q2024733,723,Little Friarbird
Q194526,723,tiger quoll
Q2198476,723,Arctosa similis
Q757042,723,Vipera monticola
Q934147,723,Spotted Bowerbird
Q844687,723,Wood turtle
Q134903,723,Furcifer
Q14086166,723,Tuberolachnus salignus
Q964377,723,Spotted Harrier
Q1061547,723,Friarbird
Q3493224,723,Sphenodontidae
Q2100959,723,Colias alexandra
Q1150912,723,Buffy-tufted marmoset
Q1246947,723,Utricularia caerulea
Q1268564,723,Chestnut-bellied Cuckoo
Q1306991,723,Barn spider
Q1364345,723,Bunn's short-tailed bandicoot rat
Q1978204,723,Nervous shark
Q1314908,723,Nesoptilotis flavicollis
Q209755,722,Sulawesi bear cuscus
Q1590372,722,Timor Friarbird
Q305582,722,Garra barreimiae
Q2200690,722,Cerbalus ergensis
Q1303497,722,Sri Lanka Bush Warbler
Q550648,722,Hemidactylus lavadeserticus
Q1908497,722,Austrolestes cingulatus
Q1713017,722,Ensete glaucum
Q1758687,722,Mediodactylus amictophole
Q2276281,722,Spotted-tail salamander
Q1769338,722,Meriones crassus
Q285810,722,Pteropus giganteus
Q1116302,722,Flores Hawk-Eagle
Q1300163,722,Discoglossus pictus
Q1812825,722,Discoglosse Peint
Q1273898,722,Jamaican Lizard Cuckoo
Q1769245,722,San Jose brush rabbit
Q9569116,722,Acacia sericophylla
Q1590276,722,Pleske's Ground Jay
Q6184764,722,Alligatoridae
Q1766096,722,Meriones libycus
Q908190,722,Orange-breasted Sunbird
Q10876,722,bacteria
Q1518954,722,Glass Snake
Q1306679,722,Reversopelma petersi
Q2083424,722,Clematis lanuginosa
Q2657459,722,Oxynoemacheilus panthera
Q5489603,721,Pseudophoxinus syriacus
Q1054619,721,Cerastes boehmei
Q1260277,721,Sulawesi Hawk-Eagle
Q135201,721,Uraeotyphlus
Q159641,721,Gagea villosa
Q130433,721,Adenomus
Q49631272,721,Geotomus punctulatus
Q14544093,721,Apluda
Q3753013,721,Carasobarbus canis
Q2227671,721,Cybaeodes alicatai
Q634679,721,Saddleback toad
Q5490649,721,Frankenia pauciflora
Q5604808,721,Polietes
Q163411,721,Gagea bohemica
Q5227894,721,Nemacheilus jordanicus
Q2084586,721,Songar Tit
Q3643888,721,Black-faced Impala
Q7969447,721,Warionia
Q15542865,721,Gagea liotardii
Q2047125,721,Zodarion maculatum
Q2889601,721,Eomecon
Q2631281,721,Cypripedium parviflorum
Q1875940,721,Calotes
Q55459,721,Ceratobatrachidae
Q1306850,721,Leptopelis
Q2224249,721,Meyer's Friarbird
Q1941432,721,Chondrostoma kinzelbachi
Q1617941,721,Eudiaptomus chappuisi
Q1645191,721,Araneus gemmoides
Q14565641,721,Martynia
Q2980860,721,Cnemaspis kandiana
Q2493931,721,Correa
Q1131811,721,Kerkennah Islands gerbil
Q1345988,721,Colias philodice
Q1094968,721,Padda
Q1311417,721,Poecilarcys ditissimus
Q2362530,721,Banded Toed Gecko
Q4859785,721,Barbus ksibi
Q1131182,721,Tunisian spur-thighed tortoise
Q972820,721,Nile Delta Toad
Q1774364,721,Apis dorsata laboriosa
Q339210,721,Bursaria
Q743422,721,Lestoidea
Q55363,721,Brachycephalidae
Q25015846,721,Cassiculus melanicterus
Q1646607,721,Araneus bradleyi
Q933567,721,Yemen Thrush
Q12410019,720,Typhlocaris galilea
Q27075902,720,Arrowhead Warbler
Q15287596,720,Caladenia melanema
Q15287407,720,Acacia iteaphylla
Q2491132,720,Telmatobufo
Q2923929,720,Brasiliscincus
Q133840,720,Portlandia
Q2626302,720,Parktown prawn
Q3005884,720,Saiphos equalis
Q26202390,720,Sclerophrys dodsoni
Q928269,720,Barbus lepineyi
Q263978,720,Araneus marmoreus
Q1765334,720,Euphrates jerboa
Q2670382,720,Alytes maurus
Q60390440,720,Carcharhinus obsolerus
Q10630760,720,Phymateus aegrotus
Q2869428,720,Atlas dwarf lizard
Q12210893,720,Clytus kabateki
Q15289428,720,Acacia applanata
Q2367923,720,Bunopus crassicauda
Q16961401,720,Ampulex dementor
Q2555766,720,Aldrichetta forsteri
Q2827839,720,Legge's Hawk-eagle
Q2132106,720,Lamprophis
Q5304659,720,Dracontioides
Q194250,720,New Guinean quoll
Q11941281,720,Philippine Honey-buzzard
Q1056875,720,Hyracodontidae
Q13408787,720,Rhinodermatidae
Q5608850,720,Griffinia
Q14406326,720,Gilpinia hercyniae
Q2742585,720,House Bunting
Q7100224,720,Orchesella cincta
Q1766332,720,Cheesman's gerbil
Q946579,720,Latastia
Q160247,720,Anagallis tenella
Q2928699,720,Malagasy Harrier
Q617087,720,Macrotis
Q2707422,720,Chioninia
Q2710896,720,Leioheterodon
Q1106281,720,Central European red deer
Q2928619,720,Bursaria spinosa
Q1938546,720,Noronha skink
Q2947790,720,Chalcides montanus
Q18926258,720,Xyloiuloidea
Q5499882,720,Astroblepus formosus
Q1919345,719,Palliduphantes chenini
Q2846910,719,Androctonus maroccanus
Q967693,719,Entypesa
Q3017775,719,Eryx somalicus
Q10487496,719,Erianthus
Q3328482,719,Lessertia barbara
Q2710963,719,Cooloola
Q30744821,719,Bryodelphax maculatus
Q6086230,719,Isopogon anethifolius
Q10538025,719,Issus
Q3727007,719,Black-bibbed Tit
Q23056060,719,Luciobarbus guercifensis
Q12249907,719,Zygophyllum coccineum
Q14643457,719,Planera aquatica
Q2928909,719,Buthus dunlopi
Q2838605,719,Allocosa gabesia
Q4779876,719,Apis mellifera anatoliaca
Q2427811,719,Uma
Q15890081,719,Homotherini
Q13550408,719,Isopogon anemonifolius
Q30062848,719,Canis anthus anthus
Q15704179,719,Psylla pyri
Q15541970,719,Gagea granatellii
Q3236907,719,Lethocerus insulanus
Q4254888,719,Dorceus fastuosus
Q2941242,719,Menemerus silver
Q4122234,719,Menemerus guttatus
Q1886594,719,Paraleptoneta bellesi
Q16754425,719,Limbodessus bennetti
Q10787126,719,Loxosceles mrazig
Q15476739,719,Festuca mairei
Q2371738,719,Buthus chambiensis
Q4671923,719,Acanthodactylus mechriguensis
Q60790769,719,Jinguofortisidae
Q7734628,719,Enyalioides binzayedi
Q5088325,719,Bunopus blanfordii
Q4815719,719,Athyma opalina
Q2731232,719,Typhochrestus curvicervix
Q3353054,719,Oparbella bicolor
Q2684552,719,Dorceus trianguliceps
Q4859797,719,Barbus paytonii
Q27994944,719,Harma theobene
Q4668224,719,Pita skate
Q18162346,719,Assiminea mesopotamica
Q4859791,718,Barbus massaensis
Q5036156,718,Capperia agadirensis
Q8202629,718,Apis mellifera major
Q23056064,718,Luciobarbus zayanensis
Q14525115,718,Zabrus tenuestriatus
Q12734461,718,Lorryia formosa
Q4157828,718,Philodromus lividus
Q95488419,718,Acanthodactylus montanus
Q3348705,718,Pseudochazara atlantis
Q14718437,718,Batocera humeridens
Q4255263,718,Gnaphosa alacris
Q312329,716,Pangasius
Q749814,715,Coleoidea
Q1788617,711,Palinura
Q34687,707,Rosa
Q5727732,702,Cymbopogon
Q140,681,lion
Q25419,648,Escherichia coli
Q7377,635,mammal
Q5113,628,bird
Q25265,585,Felidae
Q4902157,569,Middle East respiratory syndrome coronavirus
Q47722,564,broccoli
Q11006,559,Glycine max
Q10998,551,potato
Q23390,548,deer
Q1003460,546,Francisella tularensis
Q133971,542,Coxiella burnetii
Q654370,540,Red river hog
Q131029,532,Shigella
Q147105,520,Paeonia
Q6755280,517,Marburg marburgvirus
Q149072,516,Phytophthora infestans
Q8064876,515,Zaire ebolavirus
Q11577,514,Hordeum vulgare
Q327082,511,Newcastle disease virus
Q15728844,510,Marburgvirus
Q5331908,509,Ebolavirus
Q46305,507,Filoviridae
Q324467,504,Western equine encephalitis virus
Q473462,502,Venezuelan equine encephalitis virus
Q4039502,501,Globitermes sulphureus
Q2697099,501,Magnaporthe grisea
Q24719561,499,Lassa mammarenavirus
Q7316190,492,Reston virus
Q836301,491,Brucella suis
Q1940969,490,Camponotus saundersi
Q4997539,490,Bundibugyo ebolavirus
Q7633348,490,Sudan ebolavirus
Q20003768,489,Lloviu viruses
Q16986024,488,Muju virus
Q51926913,488,Tai Forest ebolavirus
Q29002560,488,Sangassou orthohantavirus
Q16992614,488,Soochong virus
Q6662207,488,Lloviu cuevavirus
Q10030,486,Cycloctenidae
Q104819,485,Malus
Q12104,467,Avena sativa
Q27133,464,Tracheophyta
Q708693,462,Hepatitis C virus
Q22694,462,marjoram
Q500,455,Citrus ×limon
Q81375,453,Cicer arietinum
Q180556,445,Helicobacter pylori
Q1390,442,insect
Q16991954,434,Human coronavirus OC43
Q132557,432,Crataegus
Q16983356,430,Human coronavirus 229E
Q1111359,429,Salvia officinalis
Q13189,429,peach
Q227690,429,Agaricus bisporus
Q156901,426,Iris
Q793194,425,Bufo mauritanicus
Q8351095,421,Human Coronavirus NL63
Q16983360,419,Human coronavirus HKU1
Q91703,416,Caenorhabditis elegans
Q114264,414,Cola
Q6565319,405,Syringa vulgaris
Q764,402,fungus
Q156928,398,Viburnum opulus
Q158984,392,Dianthus caryophyllus
Q83124,387,Manihot esculenta
Q146190,385,Jerusalem artichoke
Q1937315,381,Helix
Q57751738,380,Coronavirus
Q177932,379,rapeseed
Q332062,378,Sorghum bicolor
Q19088,372,eukaryote
Q787,370,pig
Q2763698,365,sesame
Q151964,364,sugar beet
Q193447,364,Adenoviridae
Q128939,362,Passiflora incarnata
Q311221,356,Papilio
Q312154,355,Drosophila
Q21730,350,Asterales
Q5986917,349,Azalea
Q157017,349,Magnolia
Q1973585,348,Millettia pinnata
Q312736,339,Pandanus tectorius
Q2532820,338,Rudbeckia hirta
Q6900,337,Epstein–Barr virus
Q275573,336,saguaro
Q23501,332,tomato
Q131342,331,broad bean
Q430,331,dinosaur
Q156635,329,Trifolium pratense
Q131672,328,Fusarium
Q162153,325,Asclepias
Q160121,324,Camellia japonica
Q158908,324,Securigera varia
Q188121,322,Staphylococcus aureus
Q218123,322,Plumeria
Q7061732,319,Rhododendron maximum
Q192662,319,Engraulidae
Q1466543,318,Panicum virgatum
Q1235131,317,Kalmia latifolia
Q13710,315,Mirabilis jalapa
Q58697,314,Sus scrofa
Q156317,314,Yucca
Q1070309,311,Rosa laevigata
Q119954,311,Tecoma stans
Q887221,310,Cornus florida
Q18498,310,Grey Wolf
Q978130,308,Gelsemium sempervirens
Q1362995,307,Coreopsis
Q12004,307,Quercus
Q169444,307,Danio rerio
Q2117903,307,Artemisia tridentata
Q744706,307,Cypripedium acaule
Q12024,306,Pinus
Q2934343,306,Calochortus nuttallii
Q28031667,305,Berber toad
Q702175,305,Triadica sebifera
Q6917094,304,Mota
Q74644,304,Jatropha curcas
Q1548077,304,Trillium grandiflorum
Q165145,303,Quercus robur
Q7269144,303,Quararibea funebris
Q1641292,303,Hypocephalus
Q663311,301,Andropogon gerardii
Q2921547,300,Bougainvillea spectabilis
Q4113860,300,Bitterroot
Q2701210,300,Gaillardia pulchella
Q4532195,300,Epigaea repens
Q609627,300,Solidago gigantea
Q204646,299,Giant squid
Q7557949,299,Solidago altissima
Q977605,298,Showy lady slipper
Q1077055,297,Viola sororia
Q17111020,296,Thespesia grandiflora
Q368161,296,Hydrangea quercifolia
Q3119313,296,Phoradendron leucarpum
Q1134583,296,Coronaviridae
Q163620,295,Myosotis alpestris
Q7367,294,Culicidae
Q145631,294,Rosa arkansana
Q2561781,294,Aquilegia coerulea
Q2714739,294,Rhododendron macrophyllum
Q141789,294,Lilium michauxii
Q28319,294,Lepidoptera
Q6070364,293,Iris lacustris
Q7182890,293,Philadelphus lewisii
Q19939,293,tiger
Q165263,292,Arundo
Q2065883,291,Heliopsis
Q163520,290,Camelina
Q6070359,290,Iris giganticaerulea
Q5332437,290,Echinacea tennesseensis
Q136941,290,Tithonia
Q5684607,290,Hibiscus furcellatus
Q161429,289,Lemnoideae
Q265620,289,Castilleja linariifolia
Q5704865,288,Helianthus maximiliani
Q428243,288,Cancer
Q311395,286,Glycine
Q130971,273,Mycobacterium tuberculosis
Q10538943,272,Ebola virus
Q42292,271,Acer
Q158695,269,Arabidopsis thaliana
Q158856,268,West Nile virus
Q130888,261,Drosophila melanogaster
Q43794,258,Meleagris
Q37083,258,Olea europaea
Q93315,257,Cyanobacteria
Q145992,253,Picea abies
Q158464,251,rutabaga
Q127216,251,Bald Eagle
Q28425,249,Chiroptera
Q25243,249,Betula
Q26325,246,Juniperus communis
Q311383,245,Plasmodium falciparum
Q26899,244,Aesculus hippocastanum
Q622350,244,red onion
Q127849,242,Tilia
Q6946,238,Cytomegalovirus
Q39918,237,Prunus dulcis
Q53636,236,Anura
Q22718,234,axolotl
Q179729,233,Taxus baccata
Q4358645,232,Levenhookia
Q39624,231,Rangifer tarandus
Q26212633,231,Leeuwenhoekiella
Q33609,226,polar bear
Q34706,224,leopard
Q156831,224,Tilia platyphyllos
Q1493,223,Ananas comosus
Q42196,223,Balaenoptera musculus
Q186451,223,Pleurotus ostreatus
Q25403,222,Fagus
Q1380,222,Capsicum annuum
Q7375,221,Camelus
Q10811,221,Reptilia
Q434,221,Pyrus
Q158776,221,Carpinus betulus
Q146457,220,Canada lynx
Q146149,220,Fagus sylvatica
Q30046,220,Vitis vinifera
Q81513,219,Citrus
Q147487,219,Ulmus minor
Q476209,217,Dengue virus
Q10908,214,Amphibia
Q131488,213,Campylobacter
Q25241,213,Vertebrata
Q133128,213,Pinus sylvestris
Q7386,212,Formicidae
Q291921,211,Buccinum
Q31856,210,Pseudomonas aeruginosa
Q25356,210,Populus
Q1357,209,Araneae
Q147281,208,Calendula
Q131065,208,Chlamydia trachomatis
Q1360,208,Arthropoda
Q26771,207,Hedera
Q6844,206,Hepatitis B virus
Q163076,206,Chinese peony
Q13187,205,Cocos nucifera
Q102857,203,Apis
Q37383,201,peanut
Q101274,200,protozoa
Q156907,199,Fraxinus excelsior
Q10850,199,Rodentia
Q36050,199,Salix
Q624242,198,Heliconia
Q10452938,195,Cimex
Q128116,194,Picea glauca
Q26843,192,orca
Q10872,192,Archaea
Q131113,191,Ulmus
Q1142751,189,norovirus
Q163025,187,Platanus
Q146992,184,Abies alba
Q122069,183,roe deer
Q1137143,182,Tsuga canadensis
Q25324,182,Canidae
Q156895,181,Betula pendula
Q42339,181,Phaseolus vulgaris
Q23485,179,Allium cepa
Q158082,179,Heliotropium
Q156904,178,Alnus glutinosa
Q147468,178,Thuja occidentalis
Q44789,178,Morus
Q145954,177,Pinus nigra
Q157307,177,Morus alba
Q25292,176,Phoenix dactylifera
Q157417,176,Robinia pseudoacacia
Q22691,175,Ribes
Q158703,175,Buxus
Q158746,175,Tilia cordata
Q16532287,175,Betacoronavirus
Q43238,174,Poaceae
Q146110,174,Populus tremula
Q14080,173,Arecaceae
Q128887,173,Fraxinus
Q5194357,173,Cunninghamella elegans
Q46076,172,Lepus
Q655495,172,Tanzania
Q161426,172,Oryza sativa
Q157230,172,Pinus strobus
Q134172,172,Solanaceae
Q25662,172,Juniperus
Q10856,171,Columbidae
Q156944,171,Acer pseudoplatanus
Q13470331,170,Clivina dingo
Q101680,169,Pinaceae
Q2488359,169,Brachionus plicatilis
Q25239,168,Alnus
Q36557,168,African bush elephant
Q22701,168,Sambucus nigra
Q132592,167,Klebsiella pneumoniae
Q22671,166,Coleoptera
Q190545,166,Prunus
Q26726,166,Cannabis sativa
Q854714,166,Quercus coccinea
Q157964,165,Sorbus
Q161511,165,Crataegus monogyna
Q310443,164,Candida albicans
Q145889,164,Corylus
Q26354,164,Hedera helix
Q23425,164,Cucumis sativus
Q15794049,164,Chikungunya virus
Q42385,164,Theobroma cacao
Q960124,163,Ocimum tenuiflorum
Q50757038,163,Helix
Q16000326,163,Bat SARS-like coronavirus WIV1
Q26158,162,Bellis perennis
Q26782,162,Picea
Q273083,162,Whiting
Q165137,161,Prunus avium
Q158513,160,Carpinus
Q7380,160,primate
Q46299,159,Rosaceae
Q10757112,159,Musa × paradisfa
Q158608,159,Quercus petraea
Q8332,159,red fox
Q156047,158,Lonicera
Q88162038,158,Bat SARS coronavirus Rp1
Q130918,158,Dahlia
Q10915,157,Chordata
Q754765,157,Larix sibirica
Q655331,157,Herpes simplex virus type 1
Q188879,156,Atlantic salmon
Q1533239,156,Ceratopogonidae
Q25312,156,Diptera
Q38859,156,basil
Q25326,155,Mollusca
Q654718,155,African clawed frog
Q37937,154,sweet potato
Q191019,154,Vitis
Q156606,154,rhesus macaque
Q146198,154,Sorbus aucuparia
Q43489,154,Falco
Q44120,154,Prunus domestica
Q43284,154,Ginkgo biloba
Q34007,153,Anacardium occidentale
Q2727878,153,Heliconia bihai
Q133712,153,Gymnospermae
Q25522,153,Annelida
Q745,152,strawberries
Q41503,151,Ribes uva-crispa
Q129026,151,great white shark
Q4504,151,Varanus komodoensis
Q28298,150,celery
Q10892,150,protist
Q165118,149,Tunicata
Q7540,149,eggplant
Q335130,149,Aspergillus
Q333796,148,Great Blue Heron
Q212547,148,Isatis tinctoria
Q6967356,148,Nassa
Q76971,148,Betula papyrifera
Q158752,147,Aesculus
Q156918,147,Salix alba
Q135336,147,Celastraceae
Q72738,147,Rana
Q3141611,147,Doris
Q199458,147,Chelonia mydas
Q756311,147,Darwin's finches
Q146037,147,Cupressaceae
Q35517,146,Alces alces
Q1890246,146,Simian immunodeficiency virus
Q161403,146,Cornaceae
Q131448,146,Sambucus
Q22651,146,Hymenoptera
Q21442278,146,Papilio
Q147513,146,Cupressus sempervirens
Q156569,145,Rubiaceae
Q158642,145,Cornus mas
Q146269,144,Populus alba kunki
Q602740,144,Rubus
Q146911,144,Cupressus
Q156679,144,Simaroubaceae
Q25420,143,Lampyridae
Q146066,143,Rosa canina
Q257106,143,liquorice
Q157969,143,Elaeagnus angustifolia
Q1602492,142,Heliconia imbricata
Q852572,142,Juglans nigra
Q26745,142,Acer platanoides
Q216944,142,Juglandaceae
Q35051,142,white cabbage
Q37153,142,palta
Q25350,141,Abies
Q975872,141,Ericaceae
Q159570,141,Ailanthus altissima
Q15329469,140,Heliconia caribaea
Q3926650,140,Heliconia tortuosa
Q158783,140,Liriodendron tulipifera
Q142788,139,Carya
Q146136,139,Frangula alnus
Q3926643,139,Heliconia chartacea
Q204861,139,Teleostei
Q147492,139,Ulmus laevis
Q25364,139,Crustacea
Q2667306,139,Heliconia psittacorum
Q15250028,139,Heliconia metallica
Q131003,138,Toxoplasma gondii
Q971343,138,Microchiroptera
Q164327,137,swordfish
Q124969,137,Corylus avellana
Q33602,137,Ailuropoda melanoleuca
Q42562,137,Curcuma longa
Q156301,137,Caprifoliaceae
Q903802,137,Prymnesiophyceae
Q165378,137,Hippophae rhamnoides
Q158492,137,Viburnum
Q2544599,136,Cichorium intybus
Q146604,136,Ribes nigrum
Q43365,135,Corvus
Q25385,135,Eurasian Buzzard
Q28197046,135,Skywalker hoolock gibbon
Q79190,135,Rhamnus
Q155966,134,Oleaceae
Q27355,134,Taxus
Q157649,134,Rhus
Q156083,134,Rhamnaceae
Q28021387,134,"Triton Laurenti, 1768"
Q43511,133,fennel
Q826861,133,Hyla
Q157522,133,Juniperus virginiana
Q193335,133,Araliaceae
Q19953635,133,Pleurotoma
Q22916507,133,Ricinus vaderi
Q122990,133,Daphne
Q53663,133,Caudata
Q133006,133,Asian elephant
Q1358,133,Arachnida
Q62057351,132,Trigonopterus yoda
Q107920,132,Radiolaria
Q5199845,132,Cymothoe sangaris
Q82728,132,Bison bison
Q14523667,132,Yoda purpurata
Q2535664,132,crocodile
Q156584,132,Euphorbiaceae
Q5510368,131,Fusus
Q132825,131,Pinophyta
Q79794,131,red deer
Q44064,130,sockeye salmon
Q132734,130,Fagopyrum esculentum
Q53473,130,Scrophulariaceae
Q156106,130,Medicago sativa
Q125337,130,Mandarina
Q134747,130,Bombyx mori
Q21357099,130,"Triton Linnaeus, 1758"
Q1869852,130,Populus laurifolia
Q160580,129,Ailanthus
Q30034,129,Apis mellifera
Q157508,129,Prunus laurocerasus
Q187986,129,rainbow trout
Q147475,129,Pinus mugo
Q174273,128,Ephemeroptera
Q149195,128,Prunus domestica subsp. insititia
Q158890,128,Bladder senna
Q25497,128,Bovidae
Q145869,128,Ranunculaceae
Q1148004,127,Aedes aegypti
Q131517,127,Prunus cerasus
Q69992934,127,"Triton Montfort, 1810"
Q1534893,127,Ulmus rubra
Q161105,126,Platanus orientalis
Q35255,126,cougar
Q131129,125,Neisseria gonorrhoeae
Q161374,125,Platanus × hispanica
Q5538,124,Cotoneaster
Q771526,124,Scarabaeus
Q311512,124,Murex
Q30535,124,Peregrine Falcon
Q7372,124,shark
Q255375,124,Celtis australis
Q147256,124,Actiniaria
Q157449,124,Syringa
Q79803,124,Cavia porcellus
Q165166,123,Daphne mezereum
Q25329,123,Artiodactyla
Q849443,123,Caragana
Q162829,123,Prunus virginiana
Q670887,123,Bambusoideae
Q2723634,123,Borrelia burgdorferi
Q220457,123,Barnacle
Q17507129,123,Citrullus lanatus
Q59256,123,Ophiuroidea
Q160,122,Cetacea
Q672980,122,Forsythia
Q196332,122,Lycium barbarum
Q25851,122,Oryctolagus cuniculus
Q3505749,122,Pinus virginiana
Q26337,122,Prionace glauca
Q27773,122,common sole
Q157277,122,Quercus cerris
Q158785,122,Acer campestre
Q156446,121,Aristolochiaceae
Q25347,121,moss
Q67123849,121,Bulimus
Q158503,121,Berberis
Q161098,121,Triticum aestivum
Q164130,121,Cornus sericea
Q155949,121,Berberidaceae
Q157236,121,Liriodendron
Q477918,121,Asian tiger mosquito
Q149471,120,Populus balsamifera
Q157674,120,Colutea
Q27027,120,Harbour porpoise
Q147050,120,Zanthoxylum
